FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A1967;12527;17/08/2022;1;;PEATON;HERIDO;MASCULINO;36;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;;;;139
A1968;12528;17/08/2022;1;;PEATON;HERIDO;MASCULINO;36;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;;;;157
A1969;12529;17/08/2022;1;;PEATON;HERIDO;MASCULINO;36;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;;;;411
A1970;12530;17/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;2020;10;3;139
A1971;12531;17/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;2020;10;3;157
A1972;12532;17/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;2;KR 10  - CL 7   02;-74.08;4.596;17;2;;2020;10;3;411
A1973;12533;18/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;35;3;1;CL 53  - KR 12   02;-74.065;4.64;2;;;1987;5;3;143
A1974;12534;18/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;CL 53  - KR 12   02;-74.065;4.64;2;;;2022;1;2;143
A1975;12535;19/08/2022;1;2;CONDUCTOR;ILESO;FEMENINO;56;3;1;CL 127  - AV AVENIDA TRANSVERSAL DE SUBA  02;-74.072;4.711;11;;;2018;6;3;122
A1976;12536;19/08/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;23;3;1;CL 127  - AV AVENIDA TRANSVERSAL DE SUBA  02;-74.072;4.711;11;;;2019;10;3;122
A1977;12537;19/08/2022;1;2;MOTOCICLISTA;ILESO;;;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2012;10;3;141
A1978;12538;19/08/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;23;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2012;10;3;141
A1979;12539;19/08/2022;1;2;MOTOCICLISTA;ILESO;;;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2012;10;3;154
A1980;12540;19/08/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;23;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2012;10;3;154
A1981;12541;19/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2018;5;3;141
A1982;12542;19/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;2;1;KR 19  - CL 12   02;-74.085.316.268;460.604.001.199.999;14;1;;2018;5;3;154
A1983;12543;21/08/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;23;2;1;KR 79 BIS A - CL 73  S 02;-74.199;4.605;7;3;;2016;10;3;122
A1984;12544;21/08/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;20;2;1;KR 79 BIS A - CL 73  S 02;-74.199;4.605;7;3;;2016;10;3;122
A1985;12545;21/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;43;2;1;KR 79 BIS A - CL 73  S 02;-74.199;4.605;7;3;;2013;1;3;122
A1986;12546;19/08/2022;1;2;CICLISTA;HERIDO;MASCULINO;18;2;1;AC 13  - KR 96 G  02;-74.151;4.66;9;2;;;13;0;157
A1987;12547;19/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;29;2;1;AC 13  - KR 96 G  02;-74.151;4.66;9;2;;2022;10;3;157
A1988;12548;20/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;2;4;KR 69 C  - CL 26  S 02;-74.136;4.615;8;1;;2010;2;2;119
A1989;12549;20/08/2022;1;1;PASAJERO;HERIDO;FEMENINO;53;2;4;KR 69 C  - CL 26  S 02;-74.136;4.615;8;1;;2010;2;2;119
A1990;12550;17/08/2022;1;2;CICLISTA;HERIDO;FEMENINO;26;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;;13;0;90
A1991;12551;17/08/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;9;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;;13;0;90
A1992;12552;17/08/2022;1;2;CICLISTA;HERIDO;FEMENINO;26;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;;13;0;103
A1993;12553;17/08/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;9;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;;13;0;103
A1994;12554;17/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;22;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;2013;1;2;90
A1995;12555;17/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;22;2;1;CL 42 F  S- KR 93 B  02;-74.177;4.64;8;3;;2013;1;2;103
A1996;12556;19/08/2022;1;2;CICLISTA;MUERTO;MASCULINO;18;1;1;CL 17  - KR 135   02;-74.169;4.694;9;;1;;13;0;102
A1997;12557;19/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;1;1;CL 17  - KR 135   02;-74.169;4.694;9;;1;2012;9;2;102
A1998;12558;20/08/2022;1;2;CONDUCTOR;ILESO;;;2;1;CL 51  S- KR 5 F  02;-74.121;4.554;18;1;;;1;0;127
A1999;12559;20/08/2022;1;2;CONDUCTOR;ILESO;;;2;1;CL 51  S- KR 5 F  02;-74.121;4.554;18;1;;;1;0;157
A2000;12560;20/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;30;2;1;CL 51  S- KR 5 F  02;-74.121;4.554;18;1;;2014;1;2;127
A2001;12561;20/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;30;2;1;CL 51  S- KR 5 F  02;-74.121;4.554;18;1;;2014;1;2;157
A2002;12562;18/08/2022;2;;PEATON;HERIDO;MASCULINO;32;2;2;CL 63  - KR 109   02;-74.131;4.699;10;3;;;;;157
A2003;12563;18/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;31;2;2;CL 63  - KR 109   02;-74.131;4.699;10;3;;2013;10;3;157
A2004;12564;18/08/2022;1;1;ACOMPANANTE;HERIDO;FEMENINO;41;2;2;CL 63  - KR 109   02;-74.131;4.699;10;3;;2013;10;3;157
A2005;12565;20/08/2022;1;2;CONDUCTOR;ILESO;;;2;1;CL 57 R  S- KR 76   02;-74.179;4.597;7;1;;1913;1;3;121
A2006;12566;20/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;39;2;1;CL 57 R  S- KR 76   02;-74.179;4.597;7;1;;2019;10;3;121
A2007;12567;23/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;2;6;KR 50  - CL 91 A  02;-74.065;4.68;12;1;;2012;2;2;506
A2008;12568;23/08/2022;1;1;PASAJERO;HERIDO;FEMENINO;9;2;6;KR 50  - CL 91 A  02;-74.065;4.68;12;1;;2012;2;2;506
A2009;12569;23/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;2;4;CL 62  S- KR 82 A  02;-74.187;4.615;7;1;;2014;2;2;506
A2010;12570;23/08/2022;1;1;PASAJERO;HERIDO;FEMENINO;65;2;4;CL 62  S- KR 82 A  02;-74.187;4.615;7;1;;2014;2;2;506
A2011;12571;23/08/2022;1;2;CICLISTA;HERIDO;MASCULINO;27;2;1;KR 72 C  - CL 6   02;-74.149;4.632;8;1;;;13;0;157
A2012;12572;23/08/2022;1;2;CICLISTA;HERIDO;MASCULINO;27;2;1;KR 72 C  - CL 6   02;-74.149;4.632;8;1;;;13;0;157
A2013;12573;23/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;2;1;KR 72 C  - CL 6   02;-74.149;4.632;8;1;;2014;2;2;157
A2014;12574;23/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;32;2;1;KR 72 C  - CL 6   02;-74.149;4.632;8;1;;2014;2;2;157
A2015;12575;23/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 14  - CL 40   02;-74.068;4.629;2;;;2019;1;3;121
A2016;12576;23/08/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;40;3;1;KR 14  - CL 40   02;-74.068;4.629;2;;;2019;10;3;121
A2017;12577;25/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;58;3;1;KR 50  - CL 24   02;-74.097.206.156;4.637.925.908;13;;;1999;5;3;103
A2018;12578;25/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;45;3;1;KR 50  - CL 24   02;-74.097.206.156;4.637.925.908;13;;;2018;6;3;103
A2019;12579;25/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;KR 13  - CL 33   02;-7.406.843.202.179;462.018.697.909;3;;;2017;1;2;103
A2020;12580;25/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;KR 13  - CL 33   02;-7.406.843.202.179;462.018.697.909;3;;;2011;1;3;103
A2021;12581;3/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;CL 3 B  - KR 41 A  02;-74.112;4.614;16;;;2014;8;2;157
A2022;12582;2/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;KR 30  - CL 85   02;-74.066;4.675;12;;;1991;4;2;121
A2023;12583;2/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 30  - CL 85   02;-74.066;4.675;12;;;2021;5;1;121
A2024;12584;2/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;KR 45  - CL 114   02;-74.055;4.698;1;;;2018;1;3;121
A2025;12585;2/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;KR 45  - CL 114   02;-74.055;4.698;1;;;2022;5;2;121
A2026;12586;3/09/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;49;3;1;CL 70  - KR 73 A  02;-74.098;4.686;10;;;2010;10;3;141
A2027;12587;3/09/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;49;3;1;CL 70  - KR 73 A  02;-74.098;4.686;10;;;2010;10;3;145
A2028;12588;3/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;CL 70  - KR 73 A  02;-74.098;4.686;10;;;2012;4;2;141
A2029;12589;3/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;CL 70  - KR 73 A  02;-74.098;4.686;10;;;2012;4;2;145
A2030;12590;2/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;24;3;1;CL 1  - KR 24   02;-74.097;4.594;14;;;2014;2;2;103
A2031;12591;2/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;39;3;1;CL 1  - KR 24   02;-74.097;4.594;14;;;2009;1;3;103
A2032;12592;2/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;CL 63  - KR 86 A  02;-74.115;4.685;10;;;2017;5;2;121
A2033;12593;2/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;CL 63  - KR 86 A  02;-74.115;4.685;10;;;2012;3;2;121
A2034;12594;5/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2018;10;3;142
A2035;12595;5/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2018;10;3;142
A2036;12596;5/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2022;10;3;142
A2037;12597;5/09/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;40;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2022;10;3;142
A2038;12598;5/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;25;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2022;10;3;142
A2039;12599;5/09/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;40;2;1;KR 42  - CL 6   02;-74.106;4.619;16;3;;2022;10;3;142
A2040;12600;5/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;49;3;1;CL 73  - KR 11   02;-74.058;4.658;2;;;2021;2;2;121
A2041;12601;5/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;CL 73  - KR 11   02;-74.058;4.658;2;;;2017;1;3;121
A2042;12602;4/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;49;3;1;CL 27  S- KR 12 B  02;-74.102;4.575;4;;;2010;1;3;103
A2043;12603;4/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;69;3;1;CL 27  S- KR 12 B  02;-74.102;4.575;4;;;2017;6;3;103
A2044;12604;16/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;57;3;1;AU NORTE - CL 170   02;-74.046;4.752;1;;;2014;1;3;103
A2045;12605;16/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;AU NORTE - CL 170   02;-74.046;4.752;1;;;2012;8;2;103
A2046;12606;6/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;CL 66  - KR 10   02;-74.061;4.652;2;;;2017;1;3;112
A2047;12607;6/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;3;1;CL 66  - KR 10   02;-74.061;4.652;2;;;2013;1;3;112
A2048;12608;8/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;CL 9  - KR 60   02;-74.116;4.628;16;2;;2018;10;3;103
A2049;12609;8/09/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;49;2;1;CL 9  - KR 60   02;-74.116;4.628;16;2;;2012;5;2;103
A2050;12610;10/09/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;33;2;1;CL 23  - KR 69 F  02;-74.115;4.658;9;4;;2015;1;3;127
A2051;12611;10/09/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;32;2;1;CL 23  - KR 69 F  02;-74.115;4.658;9;4;;2015;1;3;127
A2052;12612;10/09/2022;3;2;ACOMPANANTE;HERIDO;MASCULINO;28;2;1;CL 23  - KR 69 F  02;-74.115;4.658;9;4;;2015;1;3;127
A2053;12613;10/09/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;19;2;1;CL 23  - KR 69 F  02;-74.115;4.658;9;4;;2022;1;3;127
A2054;12614;8/09/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;44;2;1;CL 58  S- KR 19 B  02;-74.136.314.083;456.622.416.099.998;6;2;;2016;5;3;125
A2055;12615;8/09/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;44;2;1;CL 58  S- KR 19 B  02;-74.136.314.083;456.622.416.099.998;6;2;;2016;5;3;157
A2056;12616;8/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;CL 58  S- KR 19 B  02;-74.136.314.083;456.622.416.099.998;6;2;;2019;10;3;125
A2057;12617;8/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;CL 58  S- KR 19 B  02;-74.136.314.083;456.622.416.099.998;6;2;;2019;10;3;157
A2058;12618;12/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;52;3;1;CL 26  - KR 51   02;-74.095;4.64;13;;;2017;4;2;145
A2059;12619;12/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;CL 26  - KR 51   02;-74.095;4.64;13;;;2020;6;3;145
A2060;12620;12/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 13 B  E- CL 42  S 02;-74.083.502.909;454.585.479.600.001;4;;;2003;5;3;104
A2061;12621;12/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;3;1;KR 13 B  E- CL 42  S 02;-74.083.502.909;454.585.479.600.001;4;;;2014;2;2;104
A2062;12622;12/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;AC 26  - KR 103   02;-74.131;4.69;9;;;2013;4;2;103
A2063;12623;12/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;3;1;AC 26  - KR 103   02;-74.131;4.69;9;;;2013;5;1;103
A2064;12624;8/09/2022;1;2;CONDUCTOR;ILESO;FEMENINO;41;3;1;TV 93  - CL 63   02;-74.118;4.689;10;;;2017;1;3;103
A2065;12625;8/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;56;3;1;TV 93  - CL 63   02;-74.118;4.689;10;;;2016;2;2;103
A2066;12626;12/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 13  - KR 85   02;-74.142;4.653;9;;;2012;8;2;103
A2067;12627;12/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;3;1;CL 13  - KR 85   02;-74.142;4.653;9;;;2016;1;3;103
A2068;12628;13/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;63;3;1;CL 26  - KR 75   02;-74.115;4.671;9;;;2017;1;2;121
A2069;12629;13/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;41;3;1;CL 26  - KR 75   02;-74.115;4.671;9;;;2009;6;3;121
A2070;12630;13/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;22;3;1;CL 134  - KR 47   02;-74.055;4.719;11;;;2014;1;3;121
A2071;12631;13/09/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;31;3;1;CL 134  - KR 47   02;-74.055;4.719;11;;;2022;10;3;121
A2072;12632;16/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;35;2;1;KR 42  - CL 6   02;-74.106;4.618;16;2;;2013;10;3;108
A2073;12633;16/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;35;2;1;KR 42  - CL 6   02;-74.106;4.618;16;2;;2013;10;3;139
A2074;12634;16/09/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;37;2;1;KR 42  - CL 6   02;-74.106;4.618;16;2;;2007;5;2;108
A2075;12635;16/09/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;37;2;1;KR 42  - CL 6   02;-74.106;4.618;16;2;;2007;5;2;139
A2076;12636;18/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;20;2;3;CL 49  S- KR 72 J  02;-74.151.915.274;460.190.138.299.998;8;1;;2022;17;3;157
A2077;12637;17/09/2022;1;;PEATON;MUERTO;MASCULINO;44;1;2;KR 7  - CL 170 A  02;-74.023;4.747;1;;1;;;;157
A2078;12638;17/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;54;1;2;KR 7  - CL 170 A  02;-74.023;4.747;1;;1;2014;2;2;157
A2079;12639;16/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;32;2;1;AU SUR - CL 68 B  02;-74.159;4.596;6;2;;2012;10;3;98
A2080;12640;16/09/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;43;2;1;AU SUR - CL 68 B  02;-74.159;4.596;6;2;;2012;10;3;98
A2081;12641;16/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;23;2;1;AU SUR - CL 68 B  02;-74.159;4.596;6;2;;2006;1;3;98
A2082;12642;18/09/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;20;2;3;CL 100  - KR 53   02;-74.063;4.689;12;1;;2023;10;3;139
A2083;12643;18/09/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;20;2;3;CL 100  - KR 53   02;-74.063;4.689;12;1;;2023;10;3;306
A2084;12644;17/09/2022;1;2;CICLISTA;HERIDO;MASCULINO;57;2;1;CL 22  S- KR 29 C  02;-74.112;4.593;16;2;;;13;0;157
A2085;12645;17/09/2022;1;2;CICLISTA;HERIDO;MASCULINO;57;2;1;CL 22  S- KR 29 C  02;-74.112;4.593;16;2;;;13;0;157
A2086;12646;17/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;51;2;1;CL 22  S- KR 29 C  02;-74.112;4.593;16;2;;2023;10;3;157
A2087;12647;17/09/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;51;2;1;CL 22  S- KR 29 C  02;-74.112;4.593;16;2;;2023;10;3;157
A2088;12648;19/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2023;10;3;104
A2089;12649;19/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2023;10;3;122
A2090;12650;19/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2023;10;3;127
A2091;12651;19/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2010;1;2;104
A2092;12652;19/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2010;1;2;122
A2093;12653;19/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;1;KR 89 B  - CL 45  S 02;-74.176;4.636;8;1;;2010;1;2;127
A2094;12654;19/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;56;3;1;AC 26  - KR 112   02;-74.138;4.694;9;;;2012;1;2;103
A2095;12655;19/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;64;3;1;AC 26  - KR 112   02;-74.138;4.694;9;;;2019;1;2;103
A2096;12656;20/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;3;1;AV AVENIDA BOYACA - CL 37  S 02;-74.140.223.248;461.387.980.900.003;5;;;2013;9;2;132
A2097;12657;20/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;48;3;1;AV AVENIDA BOYACA - CL 37  S 02;-74.140.223.248;461.387.980.900.003;5;;;1994;1;3;132
A2098;12658;29/09/2022;2;3;CICLISTA;HERIDO;MASCULINO;26;2;1;KR 86  - CL 1  S 02;-74.158.714.087;463.816.358.100.001;8;3;;;13;0;103
A2099;12659;29/09/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;KR 86  - CL 1  S 02;-74.158.714.087;463.816.358.100.001;8;3;;2023;10;3;103
A2100;12660;29/09/2022;3;2;ACOMPANANTE;HERIDO;FEMENINO;32;2;1;KR 86  - CL 1  S 02;-74.158.714.087;463.816.358.100.001;8;3;;2023;10;3;103
A2101;12661;29/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;63;2;1;KR 86  - CL 1  S 02;-74.158.714.087;463.816.358.100.001;8;3;;2014;2;2;103
A2102;12662;29/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;64;3;1;KR 21  - CL 154   02;-74.046;4.738;1;;;2018;1;3;112
A2103;12663;29/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;3;1;KR 21  - CL 154   02;-74.046;4.738;1;;;2017;5;2;112
A2104;12664;29/09/2022;1;2;CICLISTA;ILESO;MASCULINO;29;3;1;CL 13  - KR 12   02;-74.127;4.649;9;;;;13;0;145
A2105;12665;29/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;3;1;CL 13  - KR 12   02;-74.127;4.649;9;;;2021;5;3;145
A2106;12666;29/09/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;42;3;1;KR 7  - CL 126   02;-74.028.483.794;470.088.340.199.999;1;;;2022;10;3;121
A2107;12667;29/09/2022;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;KR 7  - CL 126   02;-74.028.483.794;470.088.340.199.999;1;;;2014;1;3;121
A2108;12668;28/09/2022;1;2;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 5  - CL 71 A  02;-74.054;4.654;2;;;2022;5;3;145
A2109;12669;28/09/2022;0;1;CONDUCTOR;ILESO;FEMENINO;40;3;1;KR 5  - CL 71 A  02;-74.054;4.654;2;;;2014;6;3;145
A2110;12670;12/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;KR 109  - CL 135 A  02;-74.101.702.347;473.996.857.100.002;11;;;2012;1;3;115
A2111;12671;11/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;33;3;1;CL 69 B  - KR 71 B  02;-7.409.605.520.182;468.367.782.291;10;;;1984;5;3;112
A2112;12672;11/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;3;1;CL 69 B  - KR 71 B  02;-7.409.605.520.182;468.367.782.291;10;;;2018;1;3;112
A2113;12673;11/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;CL 35  S- KR 78   02;-74.148;4.624;7;;;2022;1;3;157
A2114;12674;11/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;42;3;1;CL 35  S- KR 78   02;-74.148;4.624;7;;;2022;1;3;157
A2115;12675;11/08/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;29;3;1;CL 35  S- KR 78   02;-74.148;4.624;7;;;2022;10;3;157
A2116;12676;11/08/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;29;3;1;CL 35  S- KR 78   02;-74.148;4.624;7;;;2022;10;3;157
A2117;12677;11/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 7  - CL 166   02;-7.402.241.464.166;474.176.917.154;1;;;1993;1;3;115
A2118;12678;11/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 7  - CL 166   02;-7.402.241.464.166;474.176.917.154;1;;;1993;1;3;157
A2119;12679;11/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 7  - CL 166   02;-7.402.241.464.166;474.176.917.154;1;;;2018;1;2;115
A2120;12680;11/08/2022;0;1;CONDUCTOR;ILESO;MASCULINO;35;3;1;KR 7  - CL 166   02;-7.402.241.464.166;474.176.917.154;1;;;2018;1;2;157
A2121;12681;12/08/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;38;2;1;CL 151 C  - KR 111 A  02;-74.098;4.754;11;2;;2012;1;3;112
A2122;12682;12/08/2022;1;2;CONDUCTOR;HERIDO;MASCULINO;38;2;1;CL 151 C  - KR 111 A  02;-74.098;4.754;11;2;;2012;1;3;139
A2123;12683;12/08/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;39;2;1;CL 151 C  - KR 111 A  02;-74.098;4.754;11;2;;2022;10;3;112
A2124;12684;12/08/2022;0;1;MOTOCICLISTA;HERIDO;FEMENINO;39;2;1;CL 151 C  - KR 111 A  02;-74.098;4.754;11;2;;2022;10;3;139
A2125;12685;13/08/2022;1;;PEATON;HERIDO;MASCULINO;36;2;2;CL 42 B  S- KR 82 A  02;-7.416.740.594;462.825.825.599.998;8;2;;;;;157
A2126;12686;13/08/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;26;2;2;CL 42 B  S- KR 82 A  02;-7.416.740.594;462.825.825.599.998;8;2;;2020;10;3;157
A2127;12687;14/08/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;48;2;1;KR 1 B  - CL 160 C  02;-74.02;4.733;1;1;;2006;1;2;157
A2128;12688;12/08/2022;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;KR 106 A  - CL 153   02;-74.093;4.755;11;;;2018;1;3;134
